trial,N,mapType,density,seed,diag,heuristicUI,deceptiveMaze,algo,algoHeuristic,runtimeMs,nodesExpanded,peakFrontier,pathLength,found,optimal
56,64,Random,0.35,56006,0,Chebyshev,0,Dijkstra,None,0.5480,2434,62,137,1,1
56,64,Random,0.35,56006,0,Chebyshev,0,Greedy,Chebyshev,0.0826,224,98,139,1,0
56,64,Random,0.35,56006,0,Chebyshev,0,A*,Chebyshev,0.3639,1724,71,137,1,1
56,64,Random,0.35,56006,0,Chebyshev,0,BiA*,Chebyshev,0.2485,1088,73,137,1,1
57,64,Random,0.35,57007,0,Chebyshev,0,BFS,None,0.4675,2481,39,131,1,1
57,64,Random,0.35,57007,0,Chebyshev,0,Dijkstra,None,0.5285,2481,40,131,1,1
57,64,Random,0.35,57007,0,Chebyshev,0,Greedy,Chebyshev,0.0910,208,97,139,1,0
57,64,Random,0.35,57007,0,Chebyshev,0,A*,Chebyshev,0.3564,1666,72,131,1,1
57,64,Random,0.35,57007,0,Chebyshev,0,BiA*,Chebyshev,0.2087,927,71,133,1,0
58,64,Random,0.35,58008,0,Chebyshev,0,BFS,None,0.3908,2550,50,141,1,1
58,64,Random,0.35,58008,0,Chebyshev,0,Dijkstra,None,0.5231,2550,51,141,1,1
58,64,Random,0.35,58008,0,Chebyshev,0,Greedy,Chebyshev,0.0857,285,102,153,1,0
58,64,Random,0.35,58008,0,Chebyshev,0,A*,Chebyshev,0.5320,2166,90,141,1,1
58,64,Random,0.35,58008,0,Chebyshev,0,BiA*,Chebyshev,0.3852,1201,63,141,1,1
59,64,Random,0.35,59009,0,Chebyshev,0,BFS,None,0.3464,2475,47,129,1,1
59,64,Random,0.35,59009,0,Chebyshev,0,Dijkstra,None,0.4719,2475,49,129,1,1
59,64,Random,0.35,59009,0,Chebyshev,0,Greedy,Chebyshev,0.0625,204,108,137,1,0
59,64,Random,0.35,59009,0,Chebyshev,0,A*,Chebyshev,0.4108,1917,89,129,1,1
59,64,Random,0.35,59009,0,Chebyshev,0,BiA*,Chebyshev,0.2100,966,61,129,1,1
60,64,Random,0.35,60000,0,Euclidean,0,BFS,None,0.4196,2507,56,131,1,1
60,64,Random,0.35,60000,0,Euclidean,0,Dijkstra,None,0.5871,2507,57,131,1,1
60,64,Random,0.35,60000,0,Euclidean,0,Greedy,Euclidean,0.0968,213,97,163,1,0
60,64,Random,0.35,60000,0,Euclidean,0,A*,Euclidean,0.5317,1900,77,131,1,1
60,64,Random,0.35,60000,0,Euclidean,0,BiA*,Euclidean,0.2711,983,78,131,1,1
61,64,Random,0.35,61001,0,Euclidean,0,BFS,None,0.4780,2452,53,131,1,1
61,64,Random,0.35,61001,0,Euclidean,0,Dijkstra,None,0.5619,2461,53,131,1,1
61,64,Random,0.35,61001,0,Euclidean,0,Greedy,Euclidean,0.0557,154,90,137,1,0
61,64,Random,0.35,61001,0,Euclidean,0,A*,Euclidean,0.3183,1431,67,131,1,1
61,64,Random,0.35,61001,0,Euclidean,0,BiA*,Euclidean,0.2854,965,95,131,1,1
62,64,Random,0.35,62002,0,Euclidean,0,BFS,None,0.3991,2543,57,127,1,1
62,64,Random,0.35,62002,0,Euclidean,0,Dijkstra,None,0.5448,2543,61,127,1,1
62,64,Random,0.35,62002,0,Euclidean,0,Greedy,Euclidean,0.0455,143,90,129,1,0
62,64,Random,0.35,62002,0,Euclidean,0,A*,Euclidean,0.3594,1570,93,127,1,1
62,64,Random,0.35,62002,0,Euclidean,0,BiA*,Euclidean,0.2496,1004,72,127,1,1
63,64,Random,0.35,63003,0,Euclidean,0,BFS,None,0.3369,2274,42,137,1,1
63,64,Random,0.35,63003,0,Euclidean,0,Dijkstra,None,0.4629,2277,43,137,1,1
63,64,Random,0.35,63003,0,Euclidean,0,Greedy,Euclidean,0.1017,325,125,163,1,0
63,64,Random,0.35,63003,0,Euclidean,0,A*,Euclidean,0.3465,1387,54,137,1,1
63,64,Random,0.35,63003,0,Euclidean,0,BiA*,Euclidean,0.2083,891,78,137,1,1
64,64,Random,0.35,64004,0,Euclidean,0,BFS,None,0.3573,2390,47,129,1,1
64,64,Random,0.35,64004,0,Euclidean,0,Dijkstra,None,0.5045,2390,49,129,1,1
64,64,Random,0.35,64004,0,Euclidean,0,Greedy,Euclidean,0.0615,183,108,147,1,0
64,64,Random,0.35,64004,0,Euclidean,0,A*,Euclidean,0.3468,1495,65,129,1,1
64,64,Random,0.35,64004,0,Euclidean,0,BiA*,Euclidean,0.2550,1038,83,129,1,1
65,64,Random,0.35,65005,0,Euclidean,0,BFS,None,0.3591,2229,45,143,1,1
65,64,Random,0.35,65005,0,Euclidean,0,Dijkstra,None,0.5127,2229,46,143,1,1
65,64,Random,0.35,65005,0,Euclidean,0,Greedy,Euclidean,0.0798,216,109,163,1,0
65,64,Random,0.35,65005,0,Euclidean,0,A*,Euclidean,0.5118,1975,71,143,1,1
65,64,Random,0.35,65005,0,Euclidean,0,BiA*,Euclidean,0.2538,1083,77,143,1,1
66,64,Random,0.35,66006,0,Euclidean,0,BFS,None,0.3064,2212,44,141,1,1
66,64,Random,0.35,66006,0,Euclidean,0,Dijkstra,None,0.4268,2212,47,141,1,1
66,64,Random,0.35,66006,0,Euclidean,0,Greedy,Euclidean,0.0684,217,115,153,1,0
66,64,Random,0.35,66006,0,Euclidean,0,A*,Euclidean,0.3423,1584,68,141,1,1
66,64,Random,0.35,66006,0,Euclidean,0,BiA*,Euclidean,0.2519,1065,106,141,1,1
67,64,Random,0.35,67007,0,Euclidean,0,BFS,None,0.3527,2531,39,171,1,1
67,64,Random,0.35,67007,0,Euclidean,0,Dijkstra,None,0.4822,2531,40,171,1,1
67,64,Random,0.35,67007,0,Euclidean,0,Greedy,Euclidean,0.1636,512,117,199,1,0
67,64,Random,0.35,67007,0,Euclidean,0,A*,Euclidean,0.5014,2258,66,171,1,1
67,64,Random,0.35,67007,0,Euclidean,0,BiA*,Euclidean,0.4266,1775,79,175,1,0
68,64,Random,0.35,68008,0,Euclidean,0,BFS,None,0.3591,2420,49,135,1,1
68,64,Random,0.35,68008,0,Euclidean,0,Dijkstra,None,0.5407,2418,51,135,1,1
68,64,Random,0.35,68008,0,Euclidean,0,Greedy,Euclidean,0.0631,201,95,139,1,0
68,64,Random,0.35,68008,0,Euclidean,0,A*,Euclidean,0.3772,1489,68,135,1,1
68,64,Random,0.35,68008,0,Euclidean,0,BiA*,Euclidean,0.2215,834,46,135,1,1
69,64,Random,0.35,69009,0,Euclidean,0,BFS,None,0.3465,2539,59,145,1,1
69,64,Random,0.35,69009,0,Euclidean,0,Dijkstra,None,0.4967,2539,61,145,1,1
69,64,Random,0.35,69009,0,Euclidean,0,Greedy,Euclidean,0.0910,294,117,171,1,0
69,64,Random,0.35,69009,0,Euclidean,0,A*,Euclidean,0.4237,1986,65,145,1,1
69,64,Random,0.35,69009,0,Euclidean,0,BiA*,Euclidean,0.3721,1377,90,151,1,0
70,64,Random,0.35,70000,0,WallAware,0,BFS,None,0.2565,1839,41,151,1,1
70,64,Random,0.35,70000,0,WallAware,0,Dijkstra,None,0.3384,1839,40,151,1,1
70,64,Random,0.35,70000,0,WallAware,0,Greedy,WallAware,0.0911,231,134,167,1,0
70,64,Random,0.35,70000,0,WallAware,0,A*,WallAware,0.1680,580,71,151,1,1
70,64,Random,0.35,70000,0,WallAware,0,BiA*,WallAware,0.1842,607,106,151,1,1
71,64,Random,0.35,71001,0,WallAware,0,BFS,None,0.3729,2198,38,131,1,1
71,64,Random,0.35,71001,0,WallAware,0,Dijkstra,None,0.4520,2191,36,131,1,1
71,64,Random,0.35,71001,0,WallAware,0,Greedy,WallAware,0.1669,450,125,157,1,0
71,64,Random,0.35,71001,0,WallAware,0,A*,WallAware,0.1324,359,111,131,1,1
71,64,Random,0.35,71001,0,WallAware,0,BiA*,WallAware,0.1490,419,133,131,1,1
72,64,Random,0.35,72002,0,WallAware,0,BFS,None,0.3699,2319,50,143,1,1
72,64,Random,0.35,72002,0,WallAware,0,Dijkstra,None,0.5160,2319,51,143,1,1
72,64,Random,0.35,72002,0,WallAware,0,Greedy,WallAware,0.1202,262,146,157,1,0
72,64,Random,0.35,72002,0,WallAware,0,A*,WallAware,0.5145,1388,124,145,1,0
72,64,Random,0.35,72002,0,WallAware,0,BiA*,WallAware,0.4873,1311,144,147,1,0
73,64,Random,0.35,73003,0,WallAware,0,BFS,None,0.4047,2272,31,161,1,1
73,64,Random,0.35,73003,0,WallAware,0,Dijkstra,None,0.4297,2277,31,161,1,1
73,64,Random,0.35,73003,0,WallAware,0,Greedy,WallAware,0.1860,538,146,179,1,0
73,64,Random,0.35,73003,0,WallAware,0,A*,WallAware,0.4622,1729,87,161,1,1
73,64,Random,0.35,73003,0,WallAware,0,BiA*,WallAware,0.5410,1751,178,161,1,1
74,64,Random,0.35,74004,0,WallAware,0,BFS,None,0.2683,1989,32,161,1,1
74,64,Random,0.35,74004,0,WallAware,0,Dijkstra,None,0.4027,1988,34,161,1,1
74,64,Random,0.35,74004,0,WallAware,0,Greedy,WallAware,0.1270,327,139,201,1,0
74,64,Random,0.35,74004,0,WallAware,0,A*,WallAware,0.3134,1183,93,163,1,0
74,64,Random,0.35,74004,0,WallAware,0,BiA*,WallAware,0.2866,1021,122,161,1,1
75,64,Random,0.35,75005,0,WallAware,0,BFS,None,0.3738,2441,56,135,1,1
75,64,Random,0.35,75005,0,WallAware,0,Dijkstra,None,0.5833,2442,59,135,1,1
75,64,Random,0.35,75005,0,WallAware,0,Greedy,WallAware,0.1666,429,154,151,1,0
75,64,Random,0.35,75005,0,WallAware,0,A*,WallAware,0.2751,887,109,135,1,1
75,64,Random,0.35,75005,0,WallAware,0,BiA*,WallAware,0.2625,672,149,135,1,1
76,64,Random,0.35,76006,0,WallAware,0,BFS,None,0.3374,2457,45,159,1,1
76,64,Random,0.35,76006,0,WallAware,0,Dijkstra,None,0.4630,2455,45,159,1,1
76,64,Random,0.35,76006,0,WallAware,0,Greedy,WallAware,0.1127,348,109,169,1,0
76,64,Random,0.35,76006,0,WallAware,0,A*,WallAware,0.6345,2103,162,159,1,1
76,64,Random,0.35,76006,0,WallAware,0,BiA*,WallAware,0.2076,733,133,159,1,1
77,64,Random,0.35,77007,0,WallAware,0,BFS,None,0.3870,2510,49,129,1,1
77,64,Random,0.35,77007,0,WallAware,0,Dijkstra,None,0.4760,2512,48,129,1,1
77,64,Random,0.35,77007,0,WallAware,0,Greedy,WallAware,0.0926,198,125,145,1,0
77,64,Random,0.35,77007,0,WallAware,0,A*,WallAware,0.2144,690,140,129,1,1
77,64,Random,0.35,77007,0,WallAware,0,BiA*,WallAware,0.1567,492,150,129,1,1
78,64,Random,0.35,78008,0,WallAware,0,BFS,None,0.3761,2468,63,141,1,1
78,64,Random,0.35,78008,0,WallAware,0,Dijkstra,None,0.5397,2463,64,141,1,1
78,64,Random,0.35,78008,0,WallAware,0,Greedy,WallAware,0.1635,405,134,157,1,0
78,64,Random,0.35,78008,0,WallAware,0,A*,WallAware,0.2158,709,79,141,1,1
78,64,Random,0.35,78008,0,WallAware,0,BiA*,WallAware,0.1667,525,121,141,1,1
79,64,Random,0.35,79009,0,WallAware,0,BFS,None,0.3705,2479,48,133,1,1
79,64,Random,0.35,79009,0,WallAware,0,Dijkstra,None,0.5378,2481,55,133,1,1
79,64,Random,0.35,79009,0,WallAware,0,Greedy,WallAware,0.1785,378,144,201,1,0
79,64,Random,0.35,79009,0,WallAware,0,A*,WallAware,0.4125,1133,140,133,1,1
79,64,Random,0.35,79009,0,WallAware,0,BiA*,WallAware,0.1364,368,109,133,1,1
80,64,Maze,0,80000,0,Manhattan,1,BFS,None,0.3146,1790,8,541,1,1
80,64,Maze,0,80000,0,Manhattan,1,Dijkstra,None,0.3784,1793,7,541,1,1
80,64,Maze,0,80000,0,Manhattan,1,Greedy,Manhattan,0.2125,1104,13,541,1,1
80,64,Maze,0,80000,0,Manhattan,1,A*,WallAware,0.3469,1605,9,541,1,1
80,64,Maze,0,80000,0,Manhattan,1,BiA*,WallAware,0.3405,1400,14,541,1,1
81,64,Maze,0,81001,0,Manhattan,1,BFS,None,0.2655,1920,9,784,1,1
81,64,Maze,0,81001,0,Manhattan,1,Dijkstra,None,0.3597,1920,8,784,1,1
81,64,Maze,0,81001,0,Manhattan,1,Greedy,Manhattan,0.2503,1226,19,784,1,1
81,64,Maze,0,81001,0,Manhattan,1,A*,WallAware,0.4171,1895,6,784,1,1
81,64,Maze,0,81001,0,Manhattan,1,BiA*,WallAware,0.4327,1882,9,784,1,1
82,64,Maze,0,82002,0,Manhattan,1,BFS,None,0.2713,1921,7,966,1,1
82,64,Maze,0,82002,0,Manhattan,1,Dijkstra,None,0.3358,1921,7,966,1,1
82,64,Maze,0,82002,0,Manhattan,1,Greedy,Manhattan,0.3967,1762,8,966,1,1
82,64,Maze,0,82002,0,Manhattan,1,A*,WallAware,0.4341,1921,8,966,1,1
82,64,Maze,0,82002,0,Manhattan,1,BiA*,WallAware,0.4167,1700,12,966,1,1
83,64,Maze,0,83003,0,Manhattan,1,BFS,None,0.2995,1921,7,688,1,1
83,64,Maze,0,83003,0,Manhattan,1,Dijkstra,None,0.4161,1921,6,688,1,1
83,64,Maze,0,83003,0,Manhattan,1,Greedy,Manhattan,0.3096,1565,12,688,1,1
83,64,Maze,0,83003,0,Manhattan,1,A*,WallAware,0.4007,1921,8,688,1,1
83,64,Maze,0,83003,0,Manhattan,1,BiA*,WallAware,0.4760,1658,12,688,1,1
84,64,Maze,0,84004,0,Manhattan,1,BFS,None,0.2640,1921,7,1097,1,1
84,64,Maze,0,84004,0,Manhattan,1,Dijkstra,None,0.3907,1921,6,1097,1,1
84,64,Maze,0,84004,0,Manhattan,1,Greedy,Manhattan,0.3448,1899,9,1097,1,1
84,64,Maze,0,84004,0,Manhattan,1,A*,WallAware,0.4033,1921,7,1097,1,1
84,64,Maze,0,84004,0,Manhattan,1,BiA*,WallAware,0.4783,1922,11,1097,1,1
85,64,Maze,0,85005,0,Manhattan,1,BFS,None,0.2747,1909,9,419,1,1
85,64,Maze,0,85005,0,Manhattan,1,Dijkstra,None,0.4050,1911,8,419,1,1
85,64,Maze,0,85005,0,Manhattan,1,Greedy,Manhattan,0.1453,673,10,419,1,1
85,64,Maze,0,85005,0,Manhattan,1,A*,WallAware,0.4335,1780,11,419,1,1
85,64,Maze,0,85005,0,Manhattan,1,BiA*,WallAware,0.2739,1089,10,419,1,1
86,64,Maze,0,86006,0,Manhattan,1,BFS,None,0.3290,1921,10,812,1,1
86,64,Maze,0,86006,0,Manhattan,1,Dijkstra,None,0.3298,1921,9,812,1,1
86,64,Maze,0,86006,0,Manhattan,1,Greedy,Manhattan,0.3425,1840,10,812,1,1
86,64,Maze,0,86006,0,Manhattan,1,A*,WallAware,0.4135,1921,8,812,1,1
86,64,Maze,0,86006,0,Manhattan,1,BiA*,WallAware,0.3966,1685,13,812,1,1
87,64,Maze,0,87007,0,Manhattan,1,BFS,None,0.3080,1921,7,619,1,1
87,64,Maze,0,87007,0,Manhattan,1,Dijkstra,None,0.3668,1920,7,619,1,1
87,64,Maze,0,87007,0,Manhattan,1,Greedy,Manhattan,0.3269,1736,15,619,1,1
87,64,Maze,0,87007,0,Manhattan,1,A*,WallAware,0.4171,1841,7,619,1,1
87,64,Maze,0,87007,0,Manhattan,1,BiA*,WallAware,0.3086,1310,10,619,1,1
88,64,Maze,0,88008,0,Manhattan,1,BFS,None,0.3218,1921,11,766,1,1
88,64,Maze,0,88008,0,Manhattan,1,Dijkstra,None,0.4292,1921,10,766,1,1
88,64,Maze,0,88008,0,Manhattan,1,Greedy,Manhattan,0.3190,1885,11,766,1,1
88,64,Maze,0,88008,0,Manhattan,1,A*,WallAware,0.3794,1921,15,766,1,1
88,64,Maze,0,88008,0,Manhattan,1,BiA*,WallAware,0.3525,1622,15,766,1,1
89,64,Maze,0,89009,0,Manhattan,1,BFS,None,0.3172,1921,9,537,1,1
89,64,Maze,0,89009,0,Manhattan,1,Dijkstra,None,0.3115,1921,8,537,1,1
89,64,Maze,0,89009,0,Manhattan,1,Greedy,Manhattan,0.2007,770,16,537,1,1
89,64,Maze,0,89009,0,Manhattan,1,A*,WallAware,0.4903,1905,9,537,1,1
89,64,Maze,0,89009,0,Manhattan,1,BiA*,WallAware,0.3008,1174,11,537,1,1
90,64,Maze,0,90000,0,Chebyshev,1,BFS,None,0.2801,1921,8,876,1,1
90,64,Maze,0,90000,0,Chebyshev,1,Dijkstra,None,0.3574,1921,7,876,1,1
90,64,Maze,0,90000,0,Chebyshev,1,Greedy,Manhattan,0.4287,1891,8,876,1,1
90,64,Maze,0,90000,0,Chebyshev,1,A*,WallAware,0.4084,1921,7,876,1,1
90,64,Maze,0,90000,0,Chebyshev,1,BiA*,WallAware,0.5180,1886,14,876,1,1
91,64,Maze,0,91001,0,Chebyshev,1,BFS,None,0.2422,1921,8,579,1,1
91,64,Maze,0,91001,0,Chebyshev,1,Dijkstra,None,0.3451,1921,8,579,1,1
91,64,Maze,0,91001,0,Chebyshev,1,Greedy,Manhattan,0.4055,1871,14,579,1,1
91,64,Maze,0,91001,0,Chebyshev,1,A*,WallAware,0.3780,1816,8,579,1,1
91,64,Maze,0,91001,0,Chebyshev,1,BiA*,WallAware,0.2759,1148,10,579,1,1
92,64,Maze,0,92002,0,Chebyshev,1,BFS,None,0.2529,1921,10,1062,1,1
92,64,Maze,0,92002,0,Chebyshev,1,Dijkstra,None,0.3188,1921,8,1062,1,1
92,64,Maze,0,92002,0,Chebyshev,1,Greedy,Manhattan,0.4225,1915,11,1062,1,1
92,64,Maze,0,92002,0,Chebyshev,1,A*,WallAware,0.4131,1921,14,1062,1,1
92,64,Maze,0,92002,0,Chebyshev,1,BiA*,WallAware,0.4393,1902,17,1062,1,1
93,64,Maze,0,93003,0,Chebyshev,1,BFS,None,0.2641,1921,10,946,1,1
93,64,Maze,0,93003,0,Chebyshev,1,Dijkstra,None,0.3250,1921,8,946,1,1
93,64,Maze,0,93003,0,Chebyshev,1,Greedy,Manhattan,0.3242,1786,10,946,1,1
93,64,Maze,0,93003,0,Chebyshev,1,A*,WallAware,0.4671,1921,8,946,1,1
93,64,Maze,0,93003,0,Chebyshev,1,BiA*,WallAware,0.3790,1639,12,946,1,1
94,64,Maze,0,94004,0,Chebyshev,1,BFS,None,0.2697,1921,10,785,1,1
94,64,Maze,0,94004,0,Chebyshev,1,Dijkstra,None,0.3351,1921,9,785,1,1
94,64,Maze,0,94004,0,Chebyshev,1,Greedy,Manhattan,0.3462,1911,8,785,1,1
94,64,Maze,0,94004,0,Chebyshev,1,A*,WallAware,0.5392,1921,8,785,1,1
94,64,Maze,0,94004,0,Chebyshev,1,BiA*,WallAware,0.4712,1816,12,785,1,1
95,64,Maze,0,95005,0,Chebyshev,1,BFS,None,0.2477,1895,8,653,1,1
95,64,Maze,0,95005,0,Chebyshev,1,Dijkstra,None,0.3176,1894,7,653,1,1
95,64,Maze,0,95005,0,Chebyshev,1,Greedy,Manhattan,0.3053,1700,13,653,1,1
95,64,Maze,0,95005,0,Chebyshev,1,A*,WallAware,0.5014,1861,9,653,1,1
95,64,Maze,0,95005,0,Chebyshev,1,BiA*,WallAware,0.3251,1460,12,653,1,1
96,64,Maze,0,96006,0,Chebyshev,1,BFS,None,0.2407,1911,7,627,1,1
96,64,Maze,0,96006,0,Chebyshev,1,Dijkstra,None,0.3097,1913,6,627,1,1
96,64,Maze,0,96006,0,Chebyshev,1,Greedy,Manhattan,0.2935,1619,12,627,1,1
96,64,Maze,0,96006,0,Chebyshev,1,A*,WallAware,0.4415,1863,9,627,1,1
96,64,Maze,0,96006,0,Chebyshev,1,BiA*,WallAware,0.3305,1474,13,627,1,1
97,64,Maze,0,97007,0,Chebyshev,1,BFS,None,0.2411,1921,8,663,1,1
97,64,Maze,0,97007,0,Chebyshev,1,Dijkstra,None,0.3078,1921,7,663,1,1
97,64,Maze,0,97007,0,Chebyshev,1,Greedy,Manhattan,0.2281,1311,9,663,1,1
97,64,Maze,0,97007,0,Chebyshev,1,A*,WallAware,0.4180,1921,9,663,1,1
97,64,Maze,0,97007,0,Chebyshev,1,BiA*,WallAware,0.4432,1439,14,663,1,1
98,64,Maze,0,98008,0,Chebyshev,1,BFS,None,0.2725,1921,11,678,1,1
98,64,Maze,0,98008,0,Chebyshev,1,Dijkstra,None,0.3468,1921,9,678,1,1
98,64,Maze,0,98008,0,Chebyshev,1,Greedy,Manhattan,0.2967,1544,9,678,1,1
98,64,Maze,0,98008,0,Chebyshev,1,A*,WallAware,0.5425,1921,10,678,1,1
98,64,Maze,0,98008,0,Chebyshev,1,BiA*,WallAware,0.4428,1456,14,678,1,1
99,64,Maze,0,99009,0,Chebyshev,1,BFS,None,0.2836,1921,13,705,1,1
99,64,Maze,0,99009,0,Chebyshev,1,Dijkstra,None,0.3248,1921,10,705,1,1
99,64,Maze,0,99009,0,Chebyshev,1,Greedy,Manhattan,0.2323,1191,7,705,1,1
99,64,Maze,0,99009,0,Chebyshev,1,A*,WallAware,0.5012,1921,12,705,1,1
99,64,Maze,0,99009,0,Chebyshev,1,BiA*,WallAware,0.2848,1279,10,705,1,1
100,64,Maze,0,100000,0,Euclidean,1,BFS,None,0.2447,1921,9,638,1,1
100,64,Maze,0,100000,0,Euclidean,1,Dijkstra,None,0.3057,1921,7,638,1,1
100,64,Maze,0,100000,0,Euclidean,1,Greedy,Manhattan,0.3286,1911,9,638,1,1
100,64,Maze,0,100000,0,Euclidean,1,A*,WallAware,0.4437,1921,12,638,1,1
100,64,Maze,0,100000,0,Euclidean,1,BiA*,WallAware,0.3513,1327,16,638,1,1
101,64,Maze,0,101001,0,Euclidean,1,BFS,None,0.2890,1921,10,664,1,1
101,64,Maze,0,101001,0,Euclidean,1,Dijkstra,None,0.3467,1921,9,664,1,1
101,64,Maze,0,101001,0,Euclidean,1,Greedy,Manhattan,0.4294,1839,11,664,1,1
101,64,Maze,0,101001,0,Euclidean,1,A*,WallAware,0.4544,1921,9,664,1,1
101,64,Maze,0,101001,0,Euclidean,1,BiA*,WallAware,0.3718,1547,15,664,1,1
102,64,Maze,0,102002,0,Euclidean,1,BFS,None,0.2867,1904,10,635,1,1
102,64,Maze,0,102002,0,Euclidean,1,Dijkstra,None,0.3154,1905,9,635,1,1
102,64,Maze,0,102002,0,Euclidean,1,Greedy,Manhattan,0.1740,915,8,635,1,1
102,64,Maze,0,102002,0,Euclidean,1,A*,WallAware,0.4299,1883,10,635,1,1
102,64,Maze,0,102002,0,Euclidean,1,BiA*,WallAware,0.3252,1287,9,635,1,1
103,64,Maze,0,103003,0,Euclidean,1,BFS,None,0.2735,1921,13,657,1,1
103,64,Maze,0,103003,0,Euclidean,1,Dijkstra,None,0.3130,1921,12,657,1,1
103,64,Maze,0,103003,0,Euclidean,1,Greedy,Manhattan,0.3678,1921,16,657,1,1
103,64,Maze,0,103003,0,Euclidean,1,A*,WallAware,0.4375,1921,11,657,1,1
103,64,Maze,0,103003,0,Euclidean,1,BiA*,WallAware,0.3742,1462,16,657,1,1
104,64,Maze,0,104004,0,Euclidean,1,BFS,None,0.2952,1921,11,693,1,1
104,64,Maze,0,104004,0,Euclidean,1,Dijkstra,None,0.3180,1921,9,693,1,1
104,64,Maze,0,104004,0,Euclidean,1,Greedy,Manhattan,0.1891,967,5,693,1,1
104,64,Maze,0,104004,0,Euclidean,1,A*,WallAware,0.4890,1921,9,693,1,1
104,64,Maze,0,104004,0,Euclidean,1,BiA*,WallAware,0.2999,1134,11,693,1,1
105,64,Maze,0,105005,0,Euclidean,1,BFS,None,0.3007,1921,9,737,1,1
105,64,Maze,0,105005,0,Euclidean,1,Dijkstra,None,0.4370,1921,8,737,1,1
105,64,Maze,0,105005,0,Euclidean,1,Greedy,Manhattan,0.3865,1643,14,737,1,1
105,64,Maze,0,105005,0,Euclidean,1,A*,WallAware,0.4777,1919,10,737,1,1
105,64,Maze,0,105005,0,Euclidean,1,BiA*,WallAware,0.4482,1378,11,737,1,1
106,64,Maze,0,106006,0,Euclidean,1,BFS,None,0.3264,1921,8,678,1,1
106,64,Maze,0,106006,0,Euclidean,1,Dijkstra,None,0.3602,1921,6,678,1,1
106,64,Maze,0,106006,0,Euclidean,1,Greedy,Manhattan,0.2420,1298,12,678,1,1
106,64,Maze,0,106006,0,Euclidean,1,A*,WallAware,0.4092,1909,8,678,1,1
106,64,Maze,0,106006,0,Euclidean,1,BiA*,WallAware,0.2735,1170,11,678,1,1
107,64,Maze,0,107007,0,Euclidean,1,BFS,None,0.2939,1921,7,764,1,1
107,64,Maze,0,107007,0,Euclidean,1,Dijkstra,None,0.3047,1921,7,764,1,1
107,64,Maze,0,107007,0,Euclidean,1,Greedy,Manhattan,0.3321,1843,9,764,1,1
107,64,Maze,0,107007,0,Euclidean,1,A*,WallAware,0.4159,1919,7,764,1,1
107,64,Maze,0,107007,0,Euclidean,1,BiA*,WallAware,0.3399,1582,14,764,1,1
108,64,Maze,0,108008,0,Euclidean,1,BFS,None,0.3136,1921,6,1030,1,1
108,64,Maze,0,108008,0,Euclidean,1,Dijkstra,None,0.2986,1921,5,1030,1,1
108,64,Maze,0,108008,0,Euclidean,1,Greedy,Manhattan,0.3454,1853,7,1030,1,1
108,64,Maze,0,108008,0,Euclidean,1,A*,WallAware,0.4045,1921,6,1030,1,1
108,64,Maze,0,108008,0,Euclidean,1,BiA*,WallAware,0.4166,1818,12,1030,1,1
109,64,Maze,0,109009,0,Euclidean,1,BFS,None,0.3329,1921,9,1180,1,1
109,64,Maze,0,109009,0,Euclidean,1,Dijkstra,None,0.3099,1921,8,1180,1,1
109,64,Maze,0,109009,0,Euclidean,1,Greedy,Manhattan,0.3260,1662,19,1180,1,1
109,64,Maze,0,109009,0,Euclidean,1,A*,WallAware,0.4176,1911,5,1180,1,1
109,64,Maze,0,109009,0,Euclidean,1,BiA*,WallAware,0.5268,1858,9,1180,1,1
110,64,Maze,0,110000,0,WallAware,1,BFS,None,0.2435,1921,8,748,1,1
110,64,Maze,0,110000,0,WallAware,1,Dijkstra,None,0.3081,1921,7,748,1,1
110,64,Maze,0,110000,0,WallAware,1,Greedy,Manhattan,0.2943,1048,13,748,1,1
110,64,Maze,0,110000,0,WallAware,1,A*,WallAware,0.4531,1911,11,748,1,1
110,64,Maze,0,110000,0,WallAware,1,BiA*,WallAware,0.3492,1450,11,748,1,1
111,64,Maze,0,111001,0,WallAware,1,BFS,None,0.2593,1921,11,677,1,1
111,64,Maze,0,111001,0,WallAware,1,Dijkstra,None,0.3239,1921,10,677,1,1
111,64,Maze,0,111001,0,WallAware,1,Greedy,Manhattan,0.4405,1915,14,677,1,1
111,64,Maze,0,111001,0,WallAware,1,A*,WallAware,0.3996,1921,9,677,1,1
111,64,Maze,0,111001,0,WallAware,1,BiA*,WallAware,0.2760,1262,12,677,1,1
112,64,Maze,0,112002,0,WallAware,1,BFS,None,0.3019,1919,9,698,1,1
112,64,Maze,0,112002,0,WallAware,1,Dijkstra,None,0.3889,1919,8,698,1,1
112,64,Maze,0,112002,0,WallAware,1,Greedy,Manhattan,0.2216,923,17,698,1,1
112,64,Maze,0,112002,0,WallAware,1,A*,WallAware,0.5291,1913,10,698,1,1
112,64,Maze,0,112002,0,WallAware,1,BiA*,WallAware,0.4002,1566,14,698,1,1
113,64,Maze,0,113003,0,WallAware,1,BFS,None,0.3462,1921,10,734,1,1
113,64,Maze,0,113003,0,WallAware,1,Dijkstra,None,0.3197,1921,10,734,1,1
113,64,Maze,0,113003,0,WallAware,1,Greedy,Manhattan,0.3098,1435,6,734,1,1
113,64,Maze,0,113003,0,WallAware,1,A*,WallAware,0.9100,1870,9,734,1,1
